1003107003693137921	1060440219097423872
1003107003693137921	1921951394
1003107003693137921	1921951394
1003107003693137921	1921951394
1003107003693137921	1921951394
1029041185808109568	614600545
1029041185808109568	614600545
1029041185808109568	614600545
1238370241169616897	2574271742
1238370241169616897	2574271742
1238370241169616897	3453306553
1573800344	3453306553
1573800344	3453306553
1573800344	3453306553
1573800344	3453306553
1573800344	3453306553
19604599	804582780298412032
19604599	804582780298412032
19604599	804582780298412032
2264401871	938494109844729856
2264401871	938494109844729856
2264401871	938494109844729856
956266072440635392	1492690652529889282
956266072440635392	1492690652529889282
956266072440635392	1492690652529889282
956266072440635392	1492690652529889282
