hashtag_H   cluster_C_leader(userID)   relative_frequency_H_C  frequency_H_in_C  frequency_H_overall   count_H_in_C   count_hashtags_in_C   count_H_entire_dataset    count_hashtags_entire_dataset
kovidkenney	1001228776032763905	1952.80000000000008920390	.20000000000000000000	.00010241704219582138	1	5	1	9764
unsafeschoolsab	1001228776032763905	1952.80000000000008920390	.20000000000000000000	.00010241704219582138	1	5	1	9764
covidisairborne	1001228776032763905	15.62240000000000000585	.20000000000000000000	.01280213027447767308	1	5	125	9764
n95sforall	1001228776032763905	976.40000000000004460195	.20000000000000000000	.00020483408439164276	1	5	2	9764
ventilationmatters	1001228776032763905	1952.80000000000008920390	.20000000000000000000	.00010241704219582138	1	5	1	9764
teamjustice	1003107003693137921	650.93333333333333763860	.33333333333333333333	.00051208521097910692	5	15	5	9764
justicematters	1003107003693137921	344.61176470588235482802	.60000000000000000000	.00174108971732896353	9	15	17	9764
maltesematter	1003107003693137921	650.93333333333336300287	.06666666666666666666	.00010241704219582138	1	15	1	9764
justicematters	1003107003693137921	344.61176470588235482802	.60000000000000000000	.00174108971732896353	9	15	17	9764
teamjustice	1003107003693137921	650.93333333333333763860	.33333333333333333333	.00051208521097910692	5	15	5	9764
justicematters	1003107003693137921	344.61176470588235482802	.60000000000000000000	.00174108971732896353	9	15	17	9764
teamjustice	1003107003693137921	650.93333333333333763860	.33333333333333333333	.00051208521097910692	5	15	5	9764
justicematters	1003107003693137921	344.61176470588235482802	.60000000000000000000	.00174108971732896353	9	15	17	9764
flutruckklan	1003662615661436929	1627.33333333333335470564	.50000000000000000000	.00030725112658746415	1	2	3	9764
truckertantrum2022	1003662615661436929	4882.00000000000022300976	.50000000000000000000	.00010241704219582138	1	2	1	9764
covid	100380798	30.99682539682539682895	1.00000000000000000000	.03226136829168373617	3	3	315	9764
covid19	100380798	2.45635220125786163535	.33333333333333333333	.13570258090946333469	1	3	1325	9764
ukraine	1003895325025865730	1.93961064759634485502	.50000000000000000000	.25778369520688242523	3	6	2517	9764
russia	1003895325025865730	3.14460547504025764898	.33333333333333333333	.10600163867267513314	2	6	1035	9764
ukraine	1003895325025865730	1.93961064759634485502	.50000000000000000000	.25778369520688242523	3	6	2517	9764
russia	1003895325025865730	3.14460547504025764898	.33333333333333333333	.10600163867267513314	2	6	1035	9764
ukraine	1003895325025865730	1.93961064759634485502	.50000000000000000000	.25778369520688242523	3	6	2517	9764
kramatorsk	1003895325025865730	101.70833333333333363057	.16666666666666666666	.00163867267513314215	1	6	16	9764
adoptdontshop	1004085488859385863	610.25000000000000553191	.50000000000000000000	.00081933633756657107	4	8	8	9764
dogsoftwitter	1004085488859385863	180.81481481481481522787	.50000000000000000000	.00276526013928717738	4	8	27	9764
adoptdontshop	1004085488859385863	610.25000000000000553191	.50000000000000000000	.00081933633756657107	4	8	8	9764
dogsoftwitter	1004085488859385863	180.81481481481481522787	.50000000000000000000	.00276526013928717738	4	8	27	9764
adoptdontshop	1004085488859385863	610.25000000000000553191	.50000000000000000000	.00081933633756657107	4	8	8	9764
dogsoftwitter	1004085488859385863	180.81481481481481522787	.50000000000000000000	.00276526013928717738	4	8	27	9764
adoptdontshop	1004085488859385863	610.25000000000000553191	.50000000000000000000	.00081933633756657107	4	8	8	9764
dogsoftwitter	1004085488859385863	180.81481481481481522787	.50000000000000000000	.00276526013928717738	4	8	27	9764
corsirosenthalbox	1005148131091275777	177.52727272727272750318	1.00000000000000000000	.00563293732077017615	3	3	55	9764
เจ้าแก้มก้อน	1005237882	14.35882352941176470718	.40000000000000000000	.02785743547726341663	2	5	272	9764
fluke_natouch	1005237882	16.47932489451476793845	.40000000000000000000	.02427283900040966816	2	5	237	9764
เจ้าแก้มก้อน	1005237882	14.35882352941176470718	.40000000000000000000	.02785743547726341663	2	5	272	9764
fluke_natouch	1005237882	16.47932489451476793845	.40000000000000000000	.02427283900040966816	2	5	237	9764
อลหม่านจานใหม่xฟลุ้ค	1005237882	650.93333333333334188225	.20000000000000000000	.00030725112658746415	1	5	3	9764
girlpower	1005846500583321601	697.42857142857146041601	.07142857142857142857	.00010241704219582138	1	14	1	9764
standwithukraine	1005846500583321601	19.84552845528455284622	.50000000000000000000	.02519459238017206063	7	14	246	9764
sendjavelins	1005846500583321601	697.42857142857146041601	.14285714285714285714	.00020483408439164276	2	14	2	9764
sendstingers	1005846500583321601	697.42857142857146041601	.14285714285714285714	.00020483408439164276	2	14	2	9764
sendjavelins	1005846500583321601	697.42857142857146041601	.14285714285714285714	.00020483408439164276	2	14	2	9764
sendstingers	1005846500583321601	697.42857142857146041601	.14285714285714285714	.00020483408439164276	2	14	2	9764
tuckyorose	1005846500583321601	154.98412698412698447793	.14285714285714285714	.00092175337976239246	2	14	9	9764
standwithukraine	1005846500583321601	19.84552845528455284622	.50000000000000000000	.02519459238017206063	7	14	246	9764
tuckyorose	1005846500583321601	154.98412698412698447793	.14285714285714285714	.00092175337976239246	2	14	9	9764
standwithukraine	1005846500583321601	19.84552845528455284622	.50000000000000000000	.02519459238017206063	7	14	246	9764
aprilfoolsday	100588178	1627.33333333333336793044	.66666666666666666666	.00040966816878328553	2	3	4	9764
mlkday	100588178	147.93939393939393958451	.33333333333333333333	.00225317492830807046	1	3	22	9764
aprilfoolsday	100588178	1627.33333333333336793044	.66666666666666666666	.00040966816878328553	2	3	4	9764
abbottfailedtexasagain	1006165181871910912	697.42857142857146041601	.14285714285714285714	.00020483408439164276	1	7	2	9764
hippa	1006165181871910912	1394.85714285714292083203	.14285714285714285714	.00010241704219582138	1	7	1	9764
